idade,peso,altura,imc,sexo_m,sexo_f,lesoes_count,comorbidades_count,n_days,total_exs,lower_count,lower_ratio,has_biset,has_triset,has_drop,quality_label
27,84.5,1.87,24.2,1,0,2,0,3,21,6,0.286,0,0,0,1
22,83.9,1.83,25.1,1,0,1,1,1,4,2,0.5,0,0,0,0
36,109.4,1.76,35.3,1,0,0,1,3,13,3,0.231,0,0,0,1
59,71.0,1.8,21.9,1,0,0,2,3,11,2,0.182,0,0,0,1
41,85.8,1.73,28.7,0,1,0,0,3,21,6,0.286,0,0,0,0
28,79.1,1.56,32.5,0,1,0,0,3,22,4,0.182,0,0,0,0
18,77.5,1.72,26.2,1,0,1,0,3,25,6,0.24,0,0,0,0
28,67.7,1.73,22.6,0,1,1,0,1,5,2,0.4,0,0,0,1
54,90.5,1.86,26.2,1,0,1,0,5,44,15,0.341,0,0,0,0
20,67.4,1.85,19.7,1,0,1,0,1,6,2,0.333,0,0,0,1
54,61.4,1.66,22.3,0,1,0,1,1,4,2,0.5,0,0,0,0
53,99.9,1.66,36.3,1,0,1,1,1,4,2,0.5,0,0,0,0
37,76.8,1.56,31.6,0,1,2,1,1,4,2,0.5,0,0,0,0
28,77.3,1.86,22.3,1,0,1,1,3,13,3,0.231,0,0,0,1
33,94.0,1.72,31.8,1,0,0,0,1,5,2,0.4,0,0,0,1
30,78.0,1.78,24.6,0,1,0,0,3,24,6,0.25,0,0,0,0
18,79.6,1.62,30.3,0,1,0,0,1,6,2,0.333,0,0,0,0
54,67.5,1.59,26.7,0,1,1,0,1,5,2,0.4,0,0,0,1
34,64.6,1.76,20.9,0,1,1,2,5,27,10,0.37,0,0,0,1
49,84.6,1.92,22.9,1,0,2,0,5,43,14,0.326,0,0,0,0
38,66.1,1.76,21.3,0,1,1,0,1,5,2,0.4,0,0,0,1
25,66.7,1.76,21.5,0,1,1,0,1,6,2,0.333,0,0,0,0
44,64.9,1.63,24.4,0,1,0,1,5,32,10,0.312,0,0,0,0
59,72.1,1.79,22.5,0,1,1,0,1,5,2,0.4,0,0,0,1
24,57.5,1.57,23.3,0,1,0,0,3,21,6,0.286,0,0,0,0
35,61.0,1.56,25.1,0,1,0,0,3,22,5,0.227,0,0,0,0
48,109.7,1.9,30.4,1,0,1,1,3,19,5,0.263,0,0,0,1
37,85.8,1.84,25.3,1,0,1,1,1,5,2,0.4,0,0,0,1
43,61.5,1.63,23.1,0,1,0,0,5,45,17,0.378,0,0,0,0
39,57.8,1.59,22.9,0,1,1,0,1,5,2,0.4,0,0,0,1
44,80.7,1.79,25.2,1,0,0,0,1,5,2,0.4,0,0,0,1
48,62.1,1.67,22.3,0,1,1,0,3,20,4,0.2,0,0,0,0
33,67.0,1.56,27.5,0,1,0,1,3,18,4,0.222,0,0,0,0
52,107.2,1.92,29.1,1,0,1,1,3,19,4,0.211,0,0,0,1
46,73.5,1.66,26.7,0,1,0,0,5,47,16,0.34,0,0,0,0
19,58.3,1.62,22.2,0,1,1,0,3,24,6,0.25,0,0,0,0
34,66.2,1.58,26.5,0,1,1,0,5,48,16,0.333,0,0,0,0
54,103.0,1.78,32.5,1,0,0,1,1,5,2,0.4,0,0,0,1
30,62.3,1.79,19.4,0,1,0,0,1,5,2,0.4,0,0,0,1
36,66.7,1.69,23.4,0,1,0,0,1,5,2,0.4,0,0,0,1
60,79.6,1.69,27.9,0,1,0,0,3,23,6,0.261,0,0,0,0
24,109.1,1.67,39.1,1,0,1,1,1,5,2,0.4,0,0,0,1
53,93.6,1.89,26.2,1,0,1,1,3,15,3,0.2,0,0,0,1
46,102.7,1.86,29.7,1,0,1,0,3,19,5,0.263,0,0,0,1
30,86.4,1.9,23.9,1,0,1,0,1,6,2,0.333,0,0,0,1
52,92.2,1.79,28.8,1,0,0,0,3,18,4,0.222,0,0,0,1
45,69.3,1.77,22.1,0,1,0,0,3,22,4,0.182,0,0,0,0
30,87.2,1.7,30.2,0,1,1,0,1,5,2,0.4,0,0,0,1
54,83.1,1.78,26.2,0,1,1,0,1,6,2,0.333,0,0,0,0
22,66.4,1.69,23.2,0,1,0,0,3,19,4,0.211,0,0,0,0
51,68.5,1.55,28.5,0,1,1,0,3,21,5,0.238,0,0,0,0
52,97.1,1.87,27.8,1,0,1,0,3,23,6,0.261,0,0,0,1
57,76.3,1.9,21.1,1,0,1,0,1,6,2,0.333,0,0,0,1
36,79.1,1.68,28.0,0,1,0,0,1,6,2,0.333,0,0,0,0
60,87.6,1.77,28.0,1,0,0,0,5,44,15,0.341,0,0,0,0
34,71.9,1.77,22.9,0,1,1,0,5,47,16,0.34,0,0,0,0
33,81.0,1.82,24.5,1,0,0,0,3,23,4,0.174,0,0,0,1
60,103.2,1.82,31.2,1,0,1,0,5,45,16,0.356,0,0,0,0
44,52.3,1.62,19.9,0,1,0,0,3,24,4,0.167,0,0,0,0
25,99.3,1.82,30.0,1,0,0,0,1,6,2,0.333,0,0,0,1
28,87.8,1.74,29.0,0,1,0,0,5,47,15,0.319,0,0,0,0
39,62.9,1.67,22.6,0,1,0,1,1,5,2,0.4,0,0,0,1
35,56.2,1.66,20.4,0,1,0,0,1,5,2,0.4,0,0,0,1
19,68.5,1.94,18.2,1,0,1,0,3,23,6,0.261,0,0,0,1
55,105.6,1.92,28.6,1,0,2,1,1,5,2,0.4,0,0,0,1
36,51.6,1.68,18.3,0,1,2,0,3,24,6,0.25,0,0,0,0
55,94.7,1.79,29.6,1,0,0,0,3,22,6,0.273,0,0,0,1
53,77.9,1.67,27.9,0,1,0,0,5,49,17,0.347,0,0,0,0
32,82.5,1.78,26.0,0,1,0,0,1,6,2,0.333,0,0,0,0
31,94.9,1.78,30.0,1,0,0,2,5,29,13,0.448,0,0,0,1
18,69.1,1.59,27.3,0,1,0,0,5,44,15,0.341,0,0,0,0
50,75.2,1.73,25.1,0,1,0,0,1,5,2,0.4,0,0,0,1
45,60.4,1.58,24.2,0,1,0,0,3,22,6,0.273,0,0,0,0
36,58.5,1.65,21.5,0,1,0,0,1,6,2,0.333,0,0,0,0
23,79.8,1.66,29.0,0,1,0,1,3,19,4,0.211,0,0,0,0
60,77.3,1.72,26.1,0,1,1,0,1,5,2,0.4,0,0,0,1
42,97.8,1.77,31.2,1,0,0,0,5,41,14,0.341,0,0,0,0
49,85.6,1.7,29.6,0,1,0,0,1,6,2,0.333,0,0,0,0
34,67.5,1.79,21.1,0,1,0,0,5,48,15,0.312,0,0,0,0
29,75.5,1.68,26.8,0,1,0,0,1,6,2,0.333,0,0,0,0
30,79.2,1.6,30.9,0,1,0,0,1,6,2,0.333,0,0,0,0
24,71.9,1.81,21.9,1,0,0,0,1,5,2,0.4,0,0,0,1
44,106.8,1.65,39.2,1,0,0,0,1,5,2,0.4,0,0,0,1
50,87.7,1.64,32.6,0,1,0,0,1,5,2,0.4,0,0,0,1
48,66.9,1.67,24.0,0,1,0,0,1,6,2,0.333,0,0,0,0
55,87.8,1.61,33.9,0,1,1,0,3,23,6,0.261,0,0,0,0
49,81.7,1.79,25.5,0,1,0,0,5,40,15,0.375,0,0,0,1
47,105.0,1.73,35.1,1,0,2,0,3,21,4,0.19,0,0,0,1
45,105.4,1.94,28.0,1,0,1,0,3,23,6,0.261,0,0,0,1
31,107.2,1.76,34.6,1,0,0,0,3,24,6,0.25,0,0,0,1
51,103.8,1.88,29.4,1,0,0,0,5,48,15,0.312,0,0,0,0
37,88.7,1.71,30.3,0,1,1,1,3,17,4,0.235,0,0,0,0
37,73.8,1.79,23.0,0,1,0,0,3,21,6,0.286,0,0,0,0
38,69.1,1.94,18.4,1,0,1,0,5,41,14,0.341,0,0,0,0
55,88.9,1.61,34.3,0,1,0,0,3,21,6,0.286,0,0,0,0
55,79.7,1.71,27.3,1,0,0,0,3,26,6,0.231,0,0,0,0
53,76.9,1.8,23.7,0,1,0,0,3,21,6,0.286,0,0,0,0
50,95.2,1.85,27.8,1,0,0,1,1,5,2,0.4,0,0,0,1
34,84.1,1.89,23.5,1,0,0,0,1,5,2,0.4,0,0,0,1
35,74.6,1.68,26.4,1,0,0,0,5,45,17,0.378,0,0,0,0
59,68.3,1.58,27.4,0,1,0,0,3,21,4,0.19,0,0,0,0
41,60.2,1.73,20.1,0,1,0,0,1,6,2,0.333,0,0,0,0
33,99.3,1.81,30.3,1,0,0,0,3,22,6,0.273,0,0,0,1
58,75.6,1.72,25.6,0,1,0,0,3,24,6,0.25,0,0,0,0
47,66.7,1.8,20.6,0,1,2,0,1,5,2,0.4,0,0,0,1
26,61.9,1.85,18.1,1,0,0,0,5,44,17,0.386,0,0,0,0
42,91.6,1.67,32.8,1,0,0,0,3,22,6,0.273,0,0,0,1
33,53.2,1.67,19.1,0,1,0,0,1,6,2,0.333,0,0,0,0
41,74.7,1.65,27.4,1,0,1,1,3,18,4,0.222,0,0,0,1
53,95.3,1.76,30.8,1,0,0,1,3,19,4,0.211,0,0,0,1
44,63.0,1.65,23.1,0,1,2,0,5,46,14,0.304,0,0,0,0
31,93.5,1.85,27.3,1,0,0,0,1,5,2,0.4,0,0,0,1
25,80.8,1.71,27.6,0,1,0,0,3,24,6,0.25,0,0,0,0
39,87.8,1.91,24.1,1,0,0,0,3,21,5,0.238,0,0,0,1
59,80.5,1.77,25.7,0,1,0,0,3,26,6,0.231,0,0,0,0
50,65.3,1.75,21.3,1,0,0,0,1,5,2,0.4,0,0,0,1
53,64.7,1.69,22.7,0,1,0,0,1,6,2,0.333,0,0,0,0
56,59.3,1.71,20.3,0,1,0,0,5,46,17,0.37,0,0,0,0
32,76.0,1.77,24.3,1,0,0,0,3,21,4,0.19,0,0,0,1
41,104.7,1.85,30.6,1,0,0,0,1,5,2,0.4,0,0,0,1
54,98.3,1.78,31.0,1,0,2,0,5,47,16,0.34,0,0,0,0
18,70.0,1.9,19.4,1,0,0,0,3,20,4,0.2,0,0,0,1
37,70.0,1.72,23.7,0,1,2,0,3,22,4,0.182,0,0,0,0
22,68.9,1.68,24.4,1,0,0,0,3,21,6,0.286,0,0,0,1
47,98.5,1.93,26.4,1,0,0,1,1,4,2,0.5,0,0,0,0
59,87.7,1.72,29.6,0,1,2,0,1,6,2,0.333,0,0,0,0
26,70.5,1.71,24.1,1,0,0,0,1,5,2,0.4,0,0,0,1
24,97.9,1.7,33.9,1,0,1,1,5,37,14,0.378,0,0,0,1
54,94.8,1.89,26.5,1,0,0,0,1,5,2,0.4,0,0,0,1
18,54.3,1.69,19.0,0,1,0,0,1,6,2,0.333,0,0,0,0
36,91.5,1.73,30.6,1,0,1,0,1,6,2,0.333,0,0,0,1
56,98.1,1.76,31.7,1,0,0,0,3,22,6,0.273,0,0,0,1
34,107.3,1.93,28.8,1,0,0,1,3,13,3,0.231,0,0,0,1
45,102.7,1.73,34.3,1,0,1,1,1,4,1,0.25,0,0,0,0
35,75.4,1.72,25.5,0,1,1,2,3,13,4,0.308,0,0,0,0
49,71.6,1.78,22.6,1,0,1,1,3,18,4,0.222,0,0,0,1
19,80.2,1.76,25.9,1,0,1,0,1,5,2,0.4,0,0,0,1
36,72.4,1.55,30.1,0,1,1,0,1,6,2,0.333,0,0,0,0
44,63.7,1.7,22.0,0,1,2,0,5,43,16,0.372,0,0,0,0
36,56.4,1.8,17.4,0,1,0,0,1,5,2,0.4,0,0,0,1
58,88.6,1.67,31.8,1,0,1,1,1,4,2,0.5,0,0,0,0
39,76.5,1.7,26.5,0,1,1,1,1,4,2,0.5,0,0,0,0
22,94.6,1.75,30.9,1,0,0,0,1,5,2,0.4,0,0,0,1
18,73.7,1.69,25.8,0,1,1,0,5,44,16,0.364,0,0,0,0
43,63.8,1.77,20.4,0,1,1,0,3,23,6,0.261,0,0,0,0
28,106.2,1.79,33.1,1,0,1,0,3,24,6,0.25,0,0,0,1
57,97.0,1.69,34.0,1,0,0,0,5,41,14,0.341,0,0,0,0
34,73.2,1.84,21.6,1,0,2,0,3,19,5,0.263,0,0,0,1
31,83.6,1.68,29.6,1,0,2,0,3,21,5,0.238,0,0,0,1
37,72.0,1.61,27.8,0,1,1,0,3,23,5,0.217,0,0,0,0
25,68.9,1.83,20.6,1,0,1,0,3,20,6,0.3,0,0,0,1
29,91.4,1.81,27.9,1,0,0,0,3,25,6,0.24,0,0,0,0
20,53.5,1.69,18.7,0,1,0,0,1,5,2,0.4,0,0,0,1
32,108.7,1.92,29.5,1,0,1,1,1,5,2,0.4,0,0,0,1
45,50.7,1.57,20.6,0,1,1,1,3,16,3,0.188,0,0,0,0
60,61.6,1.67,22.1,1,0,0,0,1,6,2,0.333,0,0,0,1
42,77.3,1.88,21.9,1,0,1,0,3,23,6,0.261,0,0,0,1
55,94.8,1.81,28.9,1,0,0,0,3,26,6,0.231,0,0,0,0
26,60.0,1.72,20.3,1,0,1,0,3,22,4,0.182,0,0,0,1
52,71.2,1.82,21.5,1,0,0,0,1,5,2,0.4,0,0,0,1
36,68.6,1.68,24.3,0,1,0,0,1,6,2,0.333,0,0,0,0
43,104.7,1.76,33.8,1,0,0,2,1,3,2,0.667,0,0,0,0
58,68.3,1.89,19.1,1,0,1,0,1,6,2,0.333,0,0,0,1
47,67.3,1.85,19.7,1,0,1,0,1,6,2,0.333,0,0,0,1
29,62.7,1.81,19.1,1,0,0,0,3,23,5,0.217,0,0,0,1
32,76.2,1.62,29.0,0,1,1,0,3,19,4,0.211,0,0,0,0
40,58.0,1.68,20.5,0,1,0,0,3,26,6,0.231,0,0,0,0
20,65.4,1.83,19.5,1,0,1,1,3,14,3,0.214,0,0,0,1
50,64.4,1.8,19.9,1,0,1,1,3,17,4,0.235,0,0,0,1
28,66.7,1.69,23.4,1,0,1,0,1,5,2,0.4,0,0,0,1
37,77.2,1.76,24.9,0,1,0,0,5,48,15,0.312,0,0,0,0
34,80.3,1.7,27.8,0,1,1,0,1,5,2,0.4,0,0,0,1
46,58.7,1.73,19.6,0,1,0,0,3,24,6,0.25,0,0,0,0
23,72.0,1.76,23.2,1,0,1,0,1,5,2,0.4,0,0,0,1
60,98.4,1.87,28.1,1,0,0,0,1,6,2,0.333,0,0,0,1
20,76.9,1.73,25.7,1,0,1,0,3,20,4,0.2,0,0,0,1
53,67.0,1.74,22.1,1,0,0,1,5,30,12,0.4,0,0,0,1
31,59.8,1.76,19.3,0,1,0,1,5,32,11,0.344,0,0,0,0
29,54.8,1.76,17.7,0,1,0,0,3,20,5,0.25,0,0,0,0
34,86.4,1.79,27.0,0,1,0,0,1,5,2,0.4,0,0,0,1
51,86.8,1.57,35.2,0,1,0,0,3,22,5,0.227,0,0,0,0
45,60.4,1.69,21.1,0,1,1,0,5,48,16,0.333,0,0,0,0
19,74.6,1.59,29.5,0,1,1,0,5,47,17,0.362,0,0,0,0
37,75.9,1.91,20.8,1,0,1,0,3,25,6,0.24,0,0,0,0
21,85.0,1.92,23.1,1,0,1,0,5,44,14,0.318,0,0,0,0
56,51.0,1.72,17.2,0,1,1,0,1,5,2,0.4,0,0,0,1
35,57.7,1.71,19.7,0,1,0,0,1,5,2,0.4,0,0,0,1
18,89.6,1.77,28.6,1,0,0,0,5,44,14,0.318,0,0,0,0
57,73.3,1.71,25.1,1,0,0,0,5,47,17,0.362,0,0,0,0
37,68.5,1.56,28.1,0,1,0,0,3,25,6,0.24,0,0,0,0
30,57.9,1.73,19.3,0,1,1,1,5,31,12,0.387,0,0,0,1
26,59.9,1.59,23.7,0,1,0,0,5,44,14,0.318,0,0,0,0
48,89.4,1.73,29.9,0,1,0,0,1,5,2,0.4,0,0,0,1
21,60.4,1.91,16.6,1,0,0,0,5,42,14,0.333,0,0,0,0
37,96.3,1.75,31.4,1,0,0,0,5,46,16,0.348,0,0,0,0
32,87.3,1.62,33.3,0,1,0,0,3,24,5,0.208,0,0,0,0
48,81.6,1.68,28.9,0,1,1,0,3,21,5,0.238,0,0,0,0
54,100.6,1.8,31.0,1,0,0,0,1,5,2,0.4,0,0,0,1
24,83.0,1.9,23.0,1,0,1,0,1,6,2,0.333,0,0,0,1
21,65.2,1.74,21.5,1,0,0,0,3,23,6,0.261,0,0,0,1
54,72.2,1.85,21.1,1,0,2,0,3,23,5,0.217,0,0,0,1
39,80.7,1.9,22.4,1,0,2,0,1,6,2,0.333,0,0,0,1
47,76.2,1.68,27.0,0,1,1,0,3,26,6,0.231,0,0,0,0
34,72.4,1.58,29.0,0,1,1,0,1,5,2,0.4,0,0,0,1
51,83.1,1.77,26.5,0,1,0,0,1,6,2,0.333,0,0,0,0
22,66.6,1.81,20.3,1,0,0,0,3,21,4,0.19,0,0,0,1
36,101.1,1.92,27.4,1,0,0,0,3,22,5,0.227,0,0,0,1
57,71.3,1.68,25.3,1,0,2,0,5,41,15,0.366,0,0,0,0
53,88.0,1.58,35.3,0,1,0,0,1,6,2,0.333,0,0,0,0
29,71.2,1.59,28.2,0,1,0,0,1,5,2,0.4,0,0,0,1
27,93.5,1.81,28.5,1,0,0,0,1,5,2,0.4,0,0,0,1
20,85.5,1.61,33.0,0,1,1,1,5,40,12,0.3,0,0,0,0
34,109.0,1.84,32.2,1,0,1,0,3,22,6,0.273,0,0,0,1
47,99.3,1.69,34.8,1,0,0,1,1,5,2,0.4,0,0,0,1
36,70.9,1.85,20.7,1,0,1,0,1,6,2,0.333,0,0,0,1
59,88.2,1.7,30.5,0,1,0,0,3,19,4,0.211,0,0,0,0
42,87.5,1.81,26.7,1,0,0,0,1,5,2,0.4,0,0,0,1
30,70.3,1.94,18.7,1,0,2,0,3,20,6,0.3,0,0,0,1
43,76.7,1.63,28.9,0,1,0,1,1,4,2,0.5,0,0,0,0
55,81.2,1.92,22.0,1,0,1,1,1,5,2,0.4,0,0,0,1
46,79.7,1.62,30.4,0,1,0,0,3,23,6,0.261,0,0,0,0
38,70.3,1.73,23.5,1,0,0,0,1,6,2,0.333,0,0,0,1
39,101.1,1.83,30.2,1,0,1,0,3,23,6,0.261,0,0,0,1
60,104.8,1.82,31.6,1,0,0,0,1,5,2,0.4,0,0,0,1
31,86.7,1.95,22.8,1,0,1,0,3,23,5,0.217,0,0,0,1
25,91.4,1.93,24.5,1,0,0,0,1,5,2,0.4,0,0,0,1
34,63.3,1.78,20.0,0,1,0,0,1,5,2,0.4,0,0,0,1
39,63.4,1.86,18.3,1,0,1,1,3,17,4,0.235,0,0,0,1
35,107.3,1.82,32.4,1,0,0,0,5,45,17,0.378,0,0,0,0
43,74.3,1.66,27.0,1,0,0,0,5,44,14,0.318,0,0,0,0
45,86.8,1.64,32.3,0,1,0,0,1,6,2,0.333,0,0,0,0
59,84.8,1.85,24.8,1,0,1,0,1,6,2,0.333,0,0,0,1
35,68.3,1.7,23.6,1,0,0,0,1,5,2,0.4,0,0,0,1
59,87.9,1.83,26.2,1,0,0,1,3,15,4,0.267,0,0,0,1
57,81.8,1.58,32.8,0,1,1,1,1,5,2,0.4,0,0,0,1
21,71.7,1.7,24.8,0,1,1,0,3,23,6,0.261,0,0,0,0
27,69.0,1.71,23.6,0,1,0,0,1,5,2,0.4,0,0,0,1
22,66.2,1.8,20.4,1,0,0,0,1,5,2,0.4,0,0,0,1
30,106.5,1.74,35.2,1,0,0,1,1,5,2,0.4,0,0,0,1
32,80.8,1.65,29.7,0,1,0,1,3,16,4,0.25,0,0,0,0
45,74.2,1.73,24.8,0,1,0,0,3,23,6,0.261,0,0,0,0
22,96.0,1.94,25.5,1,0,0,0,3,25,6,0.24,0,0,0,0
34,72.4,1.71,24.8,0,1,0,1,1,5,2,0.4,0,0,0,1
55,108.9,1.78,34.4,1,0,1,0,3,19,4,0.211,0,0,0,1
51,66.9,1.78,21.1,1,0,1,0,3,23,6,0.261,0,0,0,1
60,77.4,1.56,31.8,0,1,0,0,1,5,2,0.4,0,0,0,1
52,61.3,1.69,21.5,1,0,2,0,1,6,2,0.333,0,0,0,1
43,86.3,1.85,25.2,1,0,1,0,3,22,5,0.227,0,0,0,1
54,81.5,1.67,29.2,0,1,0,1,3,17,4,0.235,0,0,0,0
25,90.0,1.57,36.5,0,1,1,0,1,5,2,0.4,0,0,0,1
36,108.5,1.93,29.1,1,0,0,0,3,24,6,0.25,0,0,0,1
24,80.3,1.73,26.8,0,1,0,0,1,5,2,0.4,0,0,0,1
56,54.7,1.75,17.9,0,1,0,0,3,25,6,0.24,0,0,0,0
22,85.6,1.66,31.1,1,0,0,0,5,44,14,0.318,0,0,0,0
37,66.2,1.69,23.2,0,1,0,0,1,5,2,0.4,0,0,0,1
29,65.1,1.72,22.0,0,1,0,1,3,17,4,0.235,0,0,0,0
18,65.2,1.69,22.8,1,0,1,0,1,5,2,0.4,0,0,0,1
47,89.9,1.68,31.9,0,1,1,1,5,33,13,0.394,0,0,0,1
22,55.6,1.61,21.4,0,1,0,0,1,5,2,0.4,0,0,0,1
39,98.9,1.68,35.0,1,0,1,1,1,5,2,0.4,0,0,0,1
51,106.8,1.72,36.1,1,0,1,0,1,6,2,0.333,0,0,0,1
35,76.5,1.58,30.6,0,1,0,1,3,17,4,0.235,0,0,0,0
52,88.0,1.7,30.4,1,0,1,0,3,25,6,0.24,0,0,0,0
23,84.0,1.7,29.1,0,1,0,0,3,20,4,0.2,0,0,0,0
48,73.0,1.73,24.4,0,1,0,0,3,24,6,0.25,0,0,0,0
30,81.0,1.67,29.0,0,1,1,0,3,24,6,0.25,0,0,0,0
32,63.3,1.8,19.5,1,0,1,0,3,23,6,0.261,0,0,0,1
24,57.4,1.72,19.4,0,1,0,0,1,5,2,0.4,0,0,0,1
59,86.2,1.61,33.3,0,1,0,0,1,6,2,0.333,0,0,0,0
57,66.0,1.67,23.7,0,1,0,1,1,5,2,0.4,0,0,0,1
34,57.6,1.57,23.4,0,1,0,0,1,6,2,0.333,0,0,0,0
28,81.5,1.62,31.1,0,1,1,0,5,50,17,0.34,0,0,0,0
58,68.5,1.6,26.8,0,1,1,1,3,18,4,0.222,0,0,0,0
43,79.5,1.72,26.9,0,1,1,1,1,5,2,0.4,0,0,0,1
46,59.6,1.62,22.7,0,1,0,0,3,21,6,0.286,0,0,0,0
30,99.2,1.71,33.9,1,0,2,0,3,21,4,0.19,0,0,0,1
55,63.0,1.7,21.8,1,0,0,0,1,5,2,0.4,0,0,0,1
29,90.8,1.74,30.0,1,0,0,0,5,45,14,0.311,0,0,0,0
48,51.1,1.73,17.1,0,1,1,0,1,5,2,0.4,0,0,0,1
27,95.7,1.84,28.3,1,0,1,0,1,5,2,0.4,0,0,0,1
24,81.7,1.67,29.3,1,0,2,0,3,24,6,0.25,0,0,0,1
38,94.5,1.81,28.8,1,0,0,0,3,20,4,0.2,0,0,0,1
53,70.7,1.93,19.0,1,0,1,0,1,6,2,0.333,0,0,0,1
46,69.0,1.75,22.5,0,1,0,0,1,5,2,0.4,0,0,0,1
29,96.0,1.77,30.6,1,0,0,0,5,42,15,0.357,0,0,0,0
29,83.1,1.66,30.2,0,1,0,0,1,5,2,0.4,0,0,0,1
52,105.8,1.84,31.2,1,0,1,1,3,19,5,0.263,0,0,0,1
47,64.3,1.7,22.2,0,1,0,0,1,5,2,0.4,0,0,0,1
37,61.2,1.59,24.2,0,1,0,0,1,5,2,0.4,0,0,0,1
31,50.0,1.65,18.4,0,1,2,0,1,5,2,0.4,0,0,0,1
52,51.5,1.7,17.8,0,1,1,1,5,42,13,0.31,0,0,0,0
18,89.5,1.86,25.9,1,0,0,0,1,6,2,0.333,0,0,0,1
22,75.9,1.89,21.2,1,0,0,0,3,23,6,0.261,0,0,0,1
27,80.5,1.73,26.9,1,0,2,1,5,35,15,0.429,0,0,0,1
60,78.5,1.89,22.0,1,0,0,2,3,12,3,0.25,0,0,0,1
46,61.4,1.76,19.8,1,0,0,0,5,48,17,0.354,0,0,0,0
46,61.5,1.77,19.6,0,1,2,0,3,24,6,0.25,0,0,0,0
55,63.8,1.74,21.1,0,1,0,1,3,17,4,0.235,0,0,0,0
21,65.6,1.7,22.7,1,0,2,1,3,18,4,0.222,0,0,0,1
48,56.9,1.73,19.0,0,1,1,0,3,25,6,0.24,0,0,0,0
44,81.1,1.61,31.3,0,1,0,0,1,5,2,0.4,0,0,0,1
40,88.2,1.82,26.6,1,0,0,0,5,48,17,0.354,0,0,0,0
19,89.3,1.66,32.4,0,1,2,0,3,21,5,0.238,0,0,0,0
36,57.3,1.65,21.0,0,1,0,1,5,34,12,0.353,0,0,0,1
22,77.9,1.65,28.6,0,1,0,1,3,15,4,0.267,0,0,0,0
58,77.3,1.74,25.5,0,1,1,0,1,6,2,0.333,0,0,0,0
58,74.3,1.87,21.2,1,0,0,0,1,5,2,0.4,0,0,0,1
25,92.1,1.72,31.1,1,0,0,1,1,5,2,0.4,0,0,0,1
34,52.5,1.58,21.0,0,1,1,0,5,46,17,0.37,0,0,0,0
31,108.3,1.79,33.8,1,0,0,0,1,5,2,0.4,0,0,0,1
60,66.2,1.82,20.0,1,0,2,2,3,13,3,0.231,0,0,0,1
20,78.4,1.79,24.5,1,0,2,0,5,42,14,0.333,0,0,0,0
57,78.2,1.57,31.7,0,1,1,0,1,6,2,0.333,0,0,0,0
30,77.5,1.67,27.8,0,1,0,0,1,6,2,0.333,0,0,0,0
54,75.1,1.62,28.6,0,1,0,0,3,23,6,0.261,0,0,0,0
58,74.7,1.72,25.3,1,0,2,0,5,47,14,0.298,0,0,0,0
60,93.2,1.93,25.0,1,0,0,0,3,21,4,0.19,0,0,0,1
29,84.6,1.8,26.1,1,0,0,0,3,24,6,0.25,0,0,0,1
32,98.0,1.95,25.8,1,0,0,0,1,5,2,0.4,0,0,0,1
37,98.1,1.78,31.0,1,0,0,0,1,6,2,0.333,0,0,0,1
41,61.6,1.63,23.2,0,1,0,0,1,5,2,0.4,0,0,0,1
48,104.9,1.75,34.3,1,0,1,1,3,19,4,0.211,0,0,0,1
19,81.6,1.69,28.6,0,1,2,0,1,5,2,0.4,0,0,0,1
24,72.3,1.69,25.3,1,0,1,0,3,21,5,0.238,0,0,0,1
42,62.2,1.67,22.3,0,1,0,0,3,23,4,0.174,0,0,0,0
20,72.7,1.75,23.7,1,0,2,0,1,5,2,0.4,0,0,0,1
45,73.0,1.76,23.6,1,0,0,0,3,26,6,0.231,0,0,0,0
22,61.8,1.58,24.8,0,1,0,0,1,5,2,0.4,0,0,0,1
36,61.1,1.67,21.9,0,1,2,0,3,21,5,0.238,0,0,0,0
21,86.5,1.75,28.2,1,0,0,0,5,44,15,0.341,0,0,0,0
54,99.6,1.7,34.5,1,0,1,0,1,5,2,0.4,0,0,0,1
39,60.7,1.68,21.5,0,1,0,0,5,47,15,0.319,0,0,0,0
20,69.9,1.64,26.0,0,1,1,1,1,5,2,0.4,0,0,0,1
31,83.7,1.86,24.2,1,0,0,0,5,44,16,0.364,0,0,0,0
38,102.3,1.84,30.2,1,0,0,0,1,5,2,0.4,0,0,0,1
33,51.3,1.78,16.2,0,1,2,0,3,24,5,0.208,0,0,0,0
29,73.2,1.93,19.7,1,0,0,0,1,5,2,0.4,0,0,0,1
50,62.5,1.65,23.0,0,1,0,0,5,46,16,0.348,0,0,0,0
60,74.2,1.83,22.2,1,0,0,1,5,29,11,0.379,0,0,0,1
46,69.0,1.78,21.8,1,0,1,0,1,6,2,0.333,0,0,0,1
39,77.6,1.73,25.9,0,1,0,1,1,4,2,0.5,0,0,0,0
25,68.2,1.68,24.2,0,1,0,0,3,24,5,0.208,0,0,0,0
58,57.8,1.8,17.8,0,1,0,0,3,22,4,0.182,0,0,0,0
40,106.5,1.87,30.5,1,0,0,0,1,5,2,0.4,0,0,0,1
56,71.3,1.68,25.3,1,0,1,0,1,5,2,0.4,0,0,0,1
59,50.2,1.72,17.0,0,1,0,0,1,5,2,0.4,0,0,0,1
41,83.5,1.63,31.4,0,1,1,0,5,44,16,0.364,0,0,0,0
32,93.4,1.73,31.2,1,0,0,0,1,5,2,0.4,0,0,0,1
